#телефон;владелец;
74996428289;МАЯК;
74956261322;МОРСЕРВИС;
74956261734;МОРСЕРВИС;
74956269303;МУЛЬТИТЕК (ХМСЗ);
74956261190;НеоНет;
74996428411;ОС-СЕРВИС;
74956269690;ПароходЪ;
74956269691;ПароходЪ;
74956269312;Порт Коломна;
74956269314;Порт Коломна;
74956269327;Порт Коломна;
74956269336;Порт Коломна;
74956261001;РВЛ-СТРОЙ;
74956261166;РВЛ-СТРОЙ;
74956261333;РВЛ-СТРОЙ;
74956269078;РВЛ-СТРОЙ;
74956269080;РВЛ-СТРОЙ;
74956269082;РВЛ-СТРОЙ;
74956269086;РВЛ-СТРОЙ;
74956269089;РВЛ-СТРОЙ;
74956269092;РВЛ-СТРОЙ;
74956269093;РВЛ-СТРОЙ;
74996428499;РВЛ-СТРОЙ;
74956261798;Река-94;
74956261330;РЕЧНОЙ РЕГИСТР;
74956261337;РЕЧНОЙ РЕГИСТР;
74956261338;РЕЧНОЙ РЕГИСТР;
74996428491;РЕЧНОЙ РЕГИСТР;
74996428492;РЕЧНОЙ РЕГИСТР;
74996428493;РЕЧНОЙ РЕГИСТР;
74956261626;Речсвязьсервис;
74956261630;Речсвязьсервис;
74956269099;Речсвязьсервис;
74956269639;Речсвязьсервис;
74996428243;Речсвязьсервис;
74996428244;Речсвязьсервис;
74996428419;Речсвязьсервис;
74996428429;Речсвязьсервис;
74996428431;Речсвязьсервис;
74996428445;РЕЧСВЯЗЬСЕРВИС -СЛУЖ.;
74996428495;РЕЧСВЯЗЬСЕРВИС -СЛУЖ.;
74996428282;Речфлот;
74956269922;РУСАГРОХОЛДИНГ;
74956269933;РУСАГРОХОЛДИНГ;
74956269977;РУСАГРОХОЛДИНГ;
74996428200;РУССКАЯ ЛАПЛАНДИЯ;
74996428418;РУССКАЯ ЛАПЛАНДИЯ;
74996428484;РУССКАЯ ЛАПЛАНДИЯ;
74996428485;РУССКАЯ ЛАПЛАНДИЯ;
74956269619;САФ (ХМСЗ);
74956261576;Северный порт;
74956261601;Северный порт;
74956261728;Северный порт;
74956261774;Северный порт;
74996428455;Северный порт;
74996428457;Северный порт;
74996428459;Северный порт;
74996428460;Северный порт;
74996428461;Северный порт;
74996428463;Северный порт;
74996428464;Северный порт;
74996428465;Северный порт;
74996428466;Северный порт;
74996428468;Северный порт;
74996428469;Северный порт;
74996428470;Северный порт;
74996428471;Северный порт;
74996428472;Северный порт;
74996428473;Северный порт;
74996428474;Северный порт;
74996428475;Северный порт;
74996428476;Северный порт;
74996428478;Северный порт;
74996428479;Северный порт;
74996428480;Северный порт;
74996428481;Северный порт;
74996428482;Северный порт;
74996428483;Северный порт;
74956261666;СЕРВИС МАРИН (ХМСЗ);
74996428255;СИГМА;
74996428266;СИГМА;
74996428277;СИГМА;
74996428303;СИЗИН;
74996428304;СИЗИН;
74956261102;Синелаб ДЕЛИВЕРИ;
74956261177;Синелаб ДЕЛИВЕРИ;
74956261188;Синелаб ДЕЛИВЕРИ;
74956261199;Синелаб ДЕЛИВЕРИ;
74956261551;Синелаб ДЕЛИВЕРИ;
74956269596;Синелаб ДЕЛИВЕРИ;
74956261441;СИНЕЛАБ САУНДМИКС;
74956261442;СИНЕЛАБ САУНДМИКС;
74956269131;СИНЕЛАБ САУНДМИКС;
74996428319;СМБ;
74996428320;СМБ;
74996428321;СМБ;
74996428322;СМБ;
74996428323;СМБ;
74996428324;СМБ;
74996428326;СМБ;
74996428327;СМБ;
74996428328;СМБ;
74996428329;СМБ;
74996428448;СПЕЦПРОМКОМПЛЕКТ;
74996428449;СПЕЦПРОМКОМПЛЕКТ;
74996428450;СПЕЦПРОМКОМПЛЕКТ;
74996428451;СПЕЦПРОМКОМПЛЕКТ;
74996428346;Спутниковая Компания;
74996428347;Спутниковая Компания;
74956261444;ТД Северный;
74956261223;ТЕЛЕМАТИКА ДЭЙТА;
74956261980;ТЕЛЕМАТИКА ДЭЙТА;
74956261981;ТЕЛЕМАТИКА ДЭЙТА;
74956261982;ТЕЛЕМАТИКА ДЭЙТА;
74956269780;ТЕЛЕМАТИКА ДЭЙТА;
74956269900;ТЕЛЕМАТИКА ДЭЙТА;
74956269925;ТЕЛЕМАТИКА ДЭЙТА;
74956269930;ТЕЛЕМАТИКА ДЭЙТА;
74956269962;ТЕЛЕМАТИКА ДЭЙТА;
74956269970;ТЕЛЕМАТИКА ДЭЙТА;
74996428426;ТЕННИСНЫЙ ТУР;
74996428496;ТЕННИСНЫЙ ТУР;
74956261122;Технотрейд;
74996428316;УКИМ;
74996428433;УКИМ;
74996428435;УКИМ;
74996428436;УКИМ;
74996428437;УКИМ;
74996428438;УКИМ;
74996428440;УКИМ;
74996428441;УКИМ;
74996428446;УКИМ;
74996428447;УКИМ;
74996428486;УКИМ;
74996428487;УКИМ;
74996428494;УКИМ;
74956269405;УЛЬТРА СТАЙЛ (ХМСЗ);
74996428383;УНКУС;
74956269998;ФАЙВ СТАРС (ХМСЗ);
74956269006;ХМСЗ;
74956269600;ХМСЗ;
74956269630;ХМСЗ;
74956269688;ХМСЗ;
74956269696;ХМСЗ;
74956261382;ЦКС;
74956261180;ЦУГРН;
74956261181;ЦУГРН;
74956261220;ЦУГРН;
74956261221;ЦУГРН;
74956261264;ЦУГРН;
74956261270;ЦУГРН;
74956261646;ЦУГРН;
74956261729;ЦУГРН;
74956269340;ЦУГРН;
74956269523;ЦУГРН;
74956269700;Яхт-клуб МРП;
74956261111;;
74956261300;;
74956261400;;
74956261500;;
74956261600;;
74956261660;;
74956261700;;
74956261770;;
74956261800;;
74956261818;;
74956261880;;
74956261900;;
74956261919;;
74956261990;;
74956261999;;
74956269002;;
74956269003;;
74956269004;;
74956269005;;
74956269111;;
74956269200;;
74956269222;;
74956269400;;
74956269444;;
74956269777;;
